what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483958245154
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483958254413
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483958255719
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483958255786
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483958266491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958269777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958273251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483958302067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958303582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958364797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958366574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483958369690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958376600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958391054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483958395463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958408366
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483958409568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958409593
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1483958409599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1483958409599
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483958409647
error,log,,,"Launch configuration HashPassword references non-existing project Cabina-de-votacion-master.",1483958410548
error,log,,,"Launch configuration HashPassword references non-existing project Cabina-de-votacion-master.",1483958410551
error,log,,,"Launch configuration HashPassword references non-existing project Cabina-de-votacion-master.",1483958410562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958412777
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1483958419990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958430622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1483958430628
war,m2e.packaging,org.eclipse.m2e.core,1.0.100,"war",1483958432989
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1483958432989
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483958432989
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483958432989
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483958432989
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483958432989
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1483958432989
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1483958432989
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1483958432989
java:default:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.codehaus.mojo:exec-maven-plugin:1.1",1483958432989
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1483958432989
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1483958432989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958438633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958459025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1483958459031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958466777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958492407
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1483958495310
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483958497913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958499999
error,log,,,"Internal Error",1483958502332
error,log,,,"Problems encountered while deleting resources.",1483958502333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958503909
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1483958503914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1483958503914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958508846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958509933
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1483958509937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1483958509937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958511805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958516522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958517387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958521936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483958523269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959414496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959417873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959427206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1483959427213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1483959427213
war,m2e.packaging,org.eclipse.m2e.core,1.0.100,"war",1483959428941
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1483959428941
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483959428941
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483959428941
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1483959428941
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-compiler-plugin:3.0",1483959428941
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1483959428941
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1483959428941
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1483959428941
java:default:install,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.codehaus.mojo:exec-maven-plugin:1.1",1483959428941
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1483959428941
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.100,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1483959428941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959440588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959504659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483959505477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960303228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483960306674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960311706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960338655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960340962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960343191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483960348329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960368383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960391098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960399313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960406505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483960411951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483960446311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961045965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961052652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961059006
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961068143
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961068202
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483961070838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961124412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961464859
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483961468624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961472219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961472481
error,log,,,"Internal Error",1483961472552
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1483961472749
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961475985
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961479076
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961482110
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483961483997
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961488269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961488326
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483961495579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961497663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961497875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961498044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961503444
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483961508278
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961515698
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961517189
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961517252
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961518481
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961518745
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961518804
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961520539
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961521925
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961522998
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961525471
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961526927
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961527913
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961529505
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483961530204
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483961530204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961532793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961534554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961551486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961733108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961736036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961773153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961774860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961776654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961780104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961867574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961876377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961881750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961881761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961883037
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1483961883041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961893374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961909231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1483961909240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483961911195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962092333
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483962291827
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483962291871
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483962305140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962312361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962312566
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483962314868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962315829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962316004
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483962318277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962319564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962320458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1483962321517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1483962321713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962324519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962324547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962324582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962383212
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483962393827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962395019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962395238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962395363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962525724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962528546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962670528
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1483962688715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962697560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962697755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1483962704103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1483962706412
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1483962707334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962711325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962714390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962714444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962716432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962726260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962801153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483962815091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964146867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964148598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964149278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964149492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964493260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483964494140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483972919882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483972923327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483972924345
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1483972924523
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1483972924965
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1483972924992
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1483972924994
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1483972924995
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1483972924996
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1483972924996
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1483972924996
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1483972924996
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1483972924997
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1483972924998
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1483972925001
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1483972925003
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1483972925005
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1483972925005
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1483972925006
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1483972925007
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1483972925007
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1483972925007
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1483972925008
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1483972925008
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1483972925077
